Estimation_Time,Weekday,Com_A,Com_B,Com_C,Com_D,Time_Period,Busy,Roadwork_A,Roadwork_B,Roadwork_C,Roadwork_D,Congestion_level,Sequence,Sequence_prev
2019-09-01 18:00:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.39,E,E
2019-09-01 18:30:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.36,E,E
2019-09-01 19:00:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.37,E,E
2019-09-01 19:30:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.04,E,E
2019-09-01 20:00:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.04,E,E
2019-09-01 20:30:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.34,E,E
2019-09-01 21:00:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.11,E,E
2019-09-01 21:30:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.32,E,E
2019-09-01 22:00:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,1,0,0.01,BADC,E
2019-09-01 22:30:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.04,E,BADC
2019-09-01 23:00:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.24,E,E
2019-09-01 23:30:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.42,E,E
2019-09-02 00:00:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.19,E,E
2019-09-02 00:30:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.33,E,E
2019-09-02 01:00:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.3,E,E
2019-09-02 01:30:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,1,0,0.46,BADC,E
2019-09-02 02:00:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.41,E,BADC
2019-09-02 02:30:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.41,E,E
2019-09-02 03:00:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.02,E,E
2019-09-02 03:30:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.35,E,E
2019-09-02 04:00:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.29,E,E
2019-09-02 04:30:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.19,E,E
2019-09-02 05:00:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,0,1,0,0,0.22,ADCB,E
2019-09-02 05:30:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.04,E,ADCB
2019-09-02 06:00:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.21,E,E
2019-09-02 06:30:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.34,E,E
2019-09-02 07:00:00,Monday,1500.0,2250.0,2750.0,3250.0,1,True,0,0,0,0,0.04,DCBA,E
2019-09-02 07:30:00,Monday,1500.0,2250.0,2750.0,3250.0,1,True,0,0,0,0,0.78,CBAD,DCBA
2019-09-02 08:00:00,Monday,1500.0,2250.0,2750.0,3250.0,1,True,0,0,0,0,0.77,BADC,CBAD
2019-09-02 08:30:00,Monday,1500.0,2250.0,2750.0,3250.0,1,True,0,0,0,0,0.58,ADCB,BADC
2019-09-02 09:00:00,Monday,1500.0,2250.0,2750.0,3250.0,1,True,0,0,0,0,0.73,DCBA,ADCB
2019-09-02 09:30:00,Monday,1500.0,2250.0,2750.0,3250.0,1,True,0,0,0,0,0.28,CBAD,DCBA
2019-09-02 10:00:00,Monday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.38,E,CBAD
2019-09-02 10:30:00,Monday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.25,E,E
2019-09-02 11:00:00,Monday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.03,E,E
2019-09-02 11:30:00,Monday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.16,E,E
2019-09-02 12:00:00,Monday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.02,E,E
2019-09-02 12:30:00,Monday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.14,E,E
2019-09-02 13:00:00,Monday,1500.0,2250.0,2750.0,3250.0,2,False,0,1,0,0,0.17,ADCB,E
2019-09-02 13:30:00,Monday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.42,E,ADCB
2019-09-02 14:00:00,Monday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.12,E,E
2019-09-02 14:30:00,Monday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,1,0,0.04,BADC,E
2019-09-02 15:00:00,Monday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.03,E,BADC
2019-09-02 15:30:00,Monday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.11,E,E
2019-09-02 16:00:00,Monday,1500.0,2250.0,2750.0,3250.0,3,True,0,0,0,0,0.69,DCBA,E
2019-09-02 16:30:00,Monday,1500.0,2250.0,2750.0,3250.0,3,True,0,0,0,0,0.35,CBAD,DCBA
2019-09-02 17:00:00,Monday,1500.0,2250.0,2750.0,3250.0,3,True,0,0,0,0,0.66,BADC,CBAD
2019-09-02 17:30:00,Monday,1500.0,2250.0,2750.0,3250.0,3,True,0,0,0,0,0.26,ADCB,BADC
2019-09-02 18:00:00,Monday,1500.0,2250.0,2750.0,3250.0,3,True,0,0,0,0,0.46,DCBA,ADCB
2019-09-02 18:30:00,Monday,1500.0,2250.0,2750.0,3250.0,3,True,0,0,0,0,0.12,CBAD,DCBA
2019-09-02 19:00:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.26,E,CBAD
2019-09-02 19:30:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.15,E,E
2019-09-02 20:00:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.43,E,E
2019-09-02 20:30:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.03,E,E
2019-09-02 21:00:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.04,E,E
2019-09-02 21:30:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.4,E,E
2019-09-02 22:00:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.3,E,E
2019-09-02 22:30:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.03,E,E
2019-09-02 23:00:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.17,E,E
2019-09-02 23:30:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.33,E,E
2019-09-03 00:00:00,Tuesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,1,0.4,CBAD,E
2019-09-03 00:30:00,Tuesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.26,E,CBAD
2019-09-03 01:00:00,Tuesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.26,E,E
2019-09-03 01:30:00,Tuesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.36,E,E
2019-09-03 02:00:00,Tuesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,1,0,0.18,BADC,E
2019-09-03 02:30:00,Tuesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.25,E,BADC
2019-09-03 03:00:00,Tuesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.32,E,E
2019-09-03 03:30:00,Tuesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,1,0.46,CBAD,E
2019-09-03 04:00:00,Tuesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.29,E,CBAD
2019-09-03 04:30:00,Tuesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.3,E,E
2019-09-03 05:00:00,Tuesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,1,0.1,CBAD,E
2019-09-03 05:30:00,Tuesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.21,E,CBAD
2019-09-03 06:00:00,Tuesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.12,E,E
2019-09-03 06:30:00,Tuesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.36,E,E
2019-09-03 07:00:00,Tuesday,1500.0,2250.0,2750.0,3250.0,1,True,0,0,0,0,0.84,DCBA,E
2019-09-03 07:30:00,Tuesday,1500.0,2250.0,2750.0,3250.0,1,True,0,0,0,0,0.21,CBAD,DCBA
2019-09-03 08:00:00,Tuesday,1500.0,2250.0,2750.0,3250.0,1,True,0,0,0,0,0.04,BADC,CBAD
2019-09-03 08:30:00,Tuesday,1500.0,2250.0,2750.0,3250.0,1,True,0,0,0,0,0.37,ADCB,BADC
2019-09-03 09:00:00,Tuesday,1500.0,2250.0,2750.0,3250.0,1,True,0,0,0,0,0.58,DCBA,ADCB
2019-09-03 09:30:00,Tuesday,1500.0,2250.0,2750.0,3250.0,1,True,0,0,0,0,0.97,E,DCBA
2019-09-03 10:00:00,Tuesday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.17,E,E
2019-09-03 10:30:00,Tuesday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.09,E,E
2019-09-03 11:00:00,Tuesday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.05,E,E
2019-09-03 11:30:00,Tuesday,1500.0,2250.0,2750.0,3250.0,2,False,1,0,0,0,0.03,DCBA,E
2019-09-03 12:00:00,Tuesday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.47,E,DCBA
2019-09-03 12:30:00,Tuesday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.22,E,E
2019-09-03 13:00:00,Tuesday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.08,E,E
2019-09-03 13:30:00,Tuesday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,1,0.15,CBAD,E
2019-09-03 14:00:00,Tuesday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.26,E,CBAD
2019-09-03 14:30:00,Tuesday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.46,E,E
2019-09-03 15:00:00,Tuesday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,1,0,0.11,BADC,E
2019-09-03 15:30:00,Tuesday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.35,E,BADC
2019-09-03 16:00:00,Tuesday,1500.0,2250.0,2750.0,3250.0,3,True,0,0,0,0,0.97,E,E
2019-09-03 16:30:00,Tuesday,1500.0,2250.0,2750.0,3250.0,3,True,0,0,0,0,0.42,CBAD,E
2019-09-03 17:00:00,Tuesday,1500.0,2250.0,2750.0,3250.0,3,True,0,0,0,0,0.52,BADC,CBAD
2019-09-03 17:30:00,Tuesday,1500.0,2250.0,2750.0,3250.0,3,True,0,0,0,0,0.36,ADCB,BADC
2019-09-03 18:00:00,Tuesday,1500.0,2250.0,2750.0,3250.0,3,True,0,0,0,0,0.78,DCBA,ADCB
2019-09-03 18:30:00,Tuesday,1500.0,2250.0,2750.0,3250.0,3,True,0,0,0,0,0.92,CBAD,DCBA
2019-09-03 19:00:00,Tuesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,1,0.09,CBAD,CBAD
2019-09-03 19:30:00,Tuesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.16,E,CBAD
2019-09-03 20:00:00,Tuesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.22,E,E
2019-09-03 20:30:00,Tuesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.1,E,E
2019-09-03 21:00:00,Tuesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.43,E,E
2019-09-03 21:30:00,Tuesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,1,0.31,CBAD,E
2019-09-03 22:00:00,Tuesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.05,E,CBAD
2019-09-03 22:30:00,Tuesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.14,E,E
2019-09-03 23:00:00,Tuesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.19,E,E
2019-09-03 23:30:00,Tuesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.01,E,E
2019-09-04 00:00:00,Wednesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.13,E,E
2019-09-04 00:30:00,Wednesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.25,E,E
2019-09-04 01:00:00,Wednesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.2,E,E
2019-09-04 01:30:00,Wednesday,1500.0,2250.0,2750.0,3250.0,4,False,0,1,0,0,0.3,ADCB,E
2019-09-04 02:00:00,Wednesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.32,E,ADCB
2019-09-04 02:30:00,Wednesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.36,E,E
2019-09-04 03:00:00,Wednesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.49,E,E
2019-09-04 03:30:00,Wednesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.39,E,E
2019-09-04 04:00:00,Wednesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.39,E,E
2019-09-04 04:30:00,Wednesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,1,0,0.33,BADC,E
2019-09-04 05:00:00,Wednesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.11,E,BADC
2019-09-04 05:30:00,Wednesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.0,E,E
2019-09-04 06:00:00,Wednesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.13,E,E
2019-09-04 06:30:00,Wednesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.08,E,E
2019-09-04 07:00:00,Wednesday,1500.0,2250.0,2750.0,3250.0,1,True,0,0,0,0,0.66,DCBA,E
2019-09-04 07:30:00,Wednesday,1500.0,2250.0,2750.0,3250.0,1,True,0,0,0,0,0.78,CBAD,DCBA
2019-09-04 08:00:00,Wednesday,1500.0,2250.0,2750.0,3250.0,1,True,0,0,0,0,0.23,BADC,CBAD
2019-09-04 08:30:00,Wednesday,1500.0,2250.0,2750.0,3250.0,1,True,0,0,0,0,0.19,ADCB,BADC
2019-09-04 09:00:00,Wednesday,1500.0,2250.0,2750.0,3250.0,1,True,0,0,0,0,0.5,DCBA,ADCB
2019-09-04 09:30:00,Wednesday,1500.0,2250.0,2750.0,3250.0,1,True,0,0,0,0,0.56,CBAD,DCBA
2019-09-04 10:00:00,Wednesday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.48,E,CBAD
2019-09-04 10:30:00,Wednesday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.23,E,E
2019-09-04 11:00:00,Wednesday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.44,E,E
2019-09-04 11:30:00,Wednesday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,1,0.18,CBAD,E
2019-09-04 12:00:00,Wednesday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,1,0,0.1,BADC,CBAD
2019-09-04 12:30:00,Wednesday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.13,E,BADC
2019-09-04 13:00:00,Wednesday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.37,E,E
2019-09-04 13:30:00,Wednesday,1500.0,2250.0,2750.0,3250.0,2,False,0,1,0,0,0.37,ADCB,E
2019-09-04 14:00:00,Wednesday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.49,E,ADCB
2019-09-04 14:30:00,Wednesday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.32,E,E
2019-09-04 15:00:00,Wednesday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,1,0,0.44,BADC,E
2019-09-04 15:30:00,Wednesday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.37,E,BADC
2019-09-04 16:00:00,Wednesday,1500.0,2250.0,2750.0,3250.0,3,True,0,0,0,0,0.62,DCBA,E
2019-09-04 16:30:00,Wednesday,1500.0,2250.0,2750.0,3250.0,3,True,0,0,0,0,0.09,CBAD,DCBA
2019-09-04 17:00:00,Wednesday,1500.0,2250.0,2750.0,3250.0,3,True,0,0,0,0,0.8,BADC,CBAD
2019-09-04 17:30:00,Wednesday,1500.0,2250.0,2750.0,3250.0,3,True,0,0,0,0,0.91,ADCB,BADC
2019-09-04 18:00:00,Wednesday,1500.0,2250.0,2750.0,3250.0,3,True,0,0,0,0,0.88,DCBA,ADCB
2019-09-04 18:30:00,Wednesday,1500.0,2250.0,2750.0,3250.0,3,True,0,0,0,0,0.29,CBAD,DCBA
2019-09-04 19:00:00,Wednesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.35,E,CBAD
2019-09-04 19:30:00,Wednesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.01,E,E
2019-09-04 20:00:00,Wednesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.1,E,E
2019-09-04 20:30:00,Wednesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.45,E,E
2019-09-04 21:00:00,Wednesday,1500.0,2250.0,2750.0,3250.0,4,False,1,0,0,0,0.01,DCBA,E
2019-09-04 21:30:00,Wednesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.49,E,DCBA
2019-09-04 22:00:00,Wednesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.26,E,E
2019-09-04 22:30:00,Wednesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,1,0.29,CBAD,E
2019-09-04 23:00:00,Wednesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.4,E,CBAD
2019-09-04 23:30:00,Wednesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.07,E,E
2019-09-05 00:00:00,Thursday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.04,E,E
2019-09-05 00:30:00,Thursday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.19,E,E
2019-09-05 01:00:00,Thursday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.14,E,E
2019-09-05 01:30:00,Thursday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.24,E,E
2019-09-05 02:00:00,Thursday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.03,E,E
2019-09-05 02:30:00,Thursday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.15,E,E
2019-09-05 03:00:00,Thursday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,1,0,0.43,BADC,E
2019-09-05 03:30:00,Thursday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.12,E,BADC
2019-09-05 04:00:00,Thursday,1500.0,2250.0,2750.0,3250.0,4,False,0,1,0,0,0.29,ADCB,E
2019-09-05 04:30:00,Thursday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.41,E,ADCB
2019-09-05 05:00:00,Thursday,1500.0,2250.0,2750.0,3250.0,4,False,0,1,0,0,0.42,ADCB,E
2019-09-05 05:30:00,Thursday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.15,E,ADCB
2019-09-05 06:00:00,Thursday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.47,E,E
2019-09-05 06:30:00,Thursday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.36,E,E
2019-09-05 07:00:00,Thursday,1500.0,2250.0,2750.0,3250.0,1,True,0,0,0,0,0.5,DCBA,E
2019-09-05 07:30:00,Thursday,1500.0,2250.0,2750.0,3250.0,1,True,0,0,0,0,0.17,CBAD,DCBA
2019-09-05 08:00:00,Thursday,1500.0,2250.0,2750.0,3250.0,1,True,0,0,0,0,0.84,BADC,CBAD
2019-09-05 08:30:00,Thursday,1500.0,2250.0,2750.0,3250.0,1,True,0,0,0,0,0.09,ADCB,BADC
2019-09-05 09:00:00,Thursday,1500.0,2250.0,2750.0,3250.0,1,True,0,0,0,0,0.87,DCBA,ADCB
2019-09-05 09:30:00,Thursday,1500.0,2250.0,2750.0,3250.0,1,True,0,0,0,0,0.42,CBAD,DCBA
2019-09-05 10:00:00,Thursday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.48,E,CBAD
2019-09-05 10:30:00,Thursday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.16,E,E
2019-09-05 11:00:00,Thursday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.37,E,E
2019-09-05 11:30:00,Thursday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.33,E,E
2019-09-05 12:00:00,Thursday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.01,E,E
2019-09-05 12:30:00,Thursday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.43,E,E
2019-09-05 13:00:00,Thursday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.17,E,E
2019-09-05 13:30:00,Thursday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,1,0,0.42,BADC,E
2019-09-05 14:00:00,Thursday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.45,E,BADC
2019-09-05 14:30:00,Thursday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.01,E,E
2019-09-05 15:00:00,Thursday,1500.0,2250.0,2750.0,3250.0,2,False,0,1,0,0,0.45,ADCB,E
2019-09-05 15:30:00,Thursday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.19,E,ADCB
2019-09-05 16:00:00,Thursday,1500.0,2250.0,2750.0,3250.0,3,True,0,0,0,0,0.8,DCBA,E
2019-09-05 16:30:00,Thursday,1500.0,2250.0,2750.0,3250.0,3,True,0,0,0,0,0.25,CBAD,DCBA
2019-09-05 17:00:00,Thursday,1500.0,2250.0,2750.0,3250.0,3,True,0,0,0,0,0.8,BADC,CBAD
2019-09-05 17:30:00,Thursday,1500.0,2250.0,2750.0,3250.0,3,True,0,0,0,0,0.8,ADCB,BADC
2019-09-05 18:00:00,Thursday,1500.0,2250.0,2750.0,3250.0,3,True,0,0,0,0,0.4,DCBA,ADCB
2019-09-05 18:30:00,Thursday,1500.0,2250.0,2750.0,3250.0,3,True,0,0,0,0,0.9,CBAD,DCBA
